[2026-05-09 16:01:04] [WARNING] User: ANONYMOUS | IP: ::1 | Failed login attempt - wrong password | Data: {"username":"yahya"}
[2026-05-19 19:54:27] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 12:03:31] [WARNING] User: ANONYMOUS | IP: ::1 | Failed login attempt - wrong password | Data: {"username":"yahya"}
[2026-05-20 12:03:39] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 14:54:12] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 16:20:01] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 16:27:01] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 16:27:34] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 19:35:01] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 20:59:52] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
[2026-05-20 21:01:35] [INFO] User: yahya | IP: ::1 | User logged in successfully | Data: {"user_id":1,"username":"yahya"}
